District Name,Police Unit,Village Area Name,Beat Name,Total Crimes per beat,Sanctioned Strength of Assistant Sub-Inspectors per District,Sanctioned Strength of Head Constables per District,Sanctioned Strength of Police Constables per District,Normalised Crime Severity
"SP, BAGALKOTE",Mudhol PS,Budni PM,Rural Beat No 2,241.0,111,331,660,0.006988604167978342
"SP, BAGALKOTE",Mudhol PS,RAMPUR GALLI,Mudhol Town Beat 6,150.0,111,331,660,0.004973871434867469
"SP, BAGALKOTE",Mudhol PS,APMC YARD,Mudhol Town Beat 2,140.0,111,331,660,0.0057293962097840455
"SP, BAGALKOTE",Mudhol PS,HOUSING COLONY,Mudhol Town Beat 8,95.0,111,331,660,0.005855317005603476
"SP, BAGALKOTE",Mudhol PS,Belagali,Rural Beat No 6,137.0,111,331,660,0.006107158597242334
"SP, BAGALKOTE",Navanagara PS,Navanagar,03,322.0,111,331,660,0.007807089340804634
"SP, BAGALKOTE",Navanagara PS,Navanagar,04,188.0,111,331,660,0.006862683372158912
"SP, BAGALKOTE",Navanagara PS,Vidyagiri,02,98.0,111,331,660,0.005603475413964616
"SP, BAGALKOTE",Navanagara PS,Navanagar,05,290.0,111,331,660,0.008373732921992068
"SP, BAGALKOTE",Navanagara PS,Vidyagiri,01,150.0,111,331,660,0.006988604167978342
"SP, BAGALKOTE",Navanagara PS,Navanagar,06,199.0,111,331,660,0.0069256437700686265
"SP, BAGALKOTE",Navanagara PS,Industrial area Navanagar,07,15.0,111,331,660,0.002077693131020588
"SP, BAGALKOTE",Savalgi PS,TUNGAL,RURAL BEAT I,384.0,111,331,660,0.007555247749165775
"SP, BAGALKOTE",Savalgi PS,TUNGAL,TOWN BEAT 1,140.0,111,331,660,0.00617011899515205
"SP, BAGALKOTE",Savalgi PS,CHIKKALAKI,RURAL BEAT 3,256.0,111,331,660,0.007429326953346345
"SP, BAGALKOTE",Savalgi PS,KURAGOD,RURAL BEAT 4,221.0,111,331,660,0.007240445759617201
"SP, BAGALKOTE",Savalgi PS,TUBACHI,RURAL BEAT 2,155.0,111,331,660,0.005351633822325757
"SP, BAGALKOTE",Savalgi PS,JANATA,TOWN  BEAT  2,45.0,111,331,660,0.0037146634766731727
"SP, BAGALKOTE",Teradal PS,SASALATTI,TERDAL RURAL BEAT 1,90.0,111,331,660,0.004847950639048039
"SP, BAGALKOTE",Teradal PS,RABAKAVI,RABAKAVI TOWN BEAT 1,168.0,111,331,660,0.00749228735125606
"SP, BAGALKOTE",Teradal PS,TAMADADDI VILLAGE,TERADAL RURAL BEAT 2,63.0,111,331,660,0.004281307057860606
"SP, BAGALKOTE",Teradal PS,HANAGANDI VILLAGE,RABAKAVI RURAL BEAT 1,76.0,111,331,660,0.0043442674557703205
"SP, BAGALKOTE",Teradal PS,TERDAL,TERADAL TOWN  BEAT I,241.0,111,331,660,0.007240445759617201
"SP, BAGALKOTE",Teradal PS,RABAKAVI,RABAKAVI TOWN BEAT 2,27.0,111,331,660,0.0031480198954857395
"SP, BAGALKOTE",Teradal PS,DEVARAJ NAGAR,TERDAL TOWN BEAT II,179.0,111,331,660,0.006359000188881194
"SP, BAGALKOTE",Teradal PS,SASALATTI,RURAL BEAT 1,2.0,111,331,660,0.0005036831832777183
"SP, BELLARY",APMC Yard PS,Andral,3 beat,260.0,98,286,535,0.009512715977480102
"SP, BELLARY",APMC Yard PS,CHELUVADI KEREI AREA,2 nd beat,90.0,98,286,535,0.0054358377014172
"SP, BELLARY",APMC Yard PS,BANDIMOTE AREA,1 BEAT,298.0,98,286,535,0.00960978450786255
"SP, BELLARY",APMC Yard PS,MRUTHYUNJAYA NAGARA,1st beat,8.0,98,286,535,0.0015530964861192001
"SP, BELLARY",Ballari CEN Crime PS,Ballari Rural PS Limits,Ballari Rural Sub Division,86.0,98,286,535,0.0016501650165016502
"SP, BELLARY",Ballari CEN Crime PS,Brucepet PS Limits,Ballari City Sub Division,182.0,98,286,535,0.0027179188507086
"SP, BELLARY",Ballari CEN Crime PS,H.B.HALLI AREA,Hagaribommanahalli,7.0,98,286,535,0.0005824111822947001
"SP, BELLARY",Ballari CEN Crime PS,SANKALAPURA,HOSPET SUBDIVISION,6.0,98,286,535,0.00067947971267715
"SP, BELLARY",Ballari CEN Crime PS,Torangal Village,Kudligi Sub Division,50.0,98,286,535,0.00067947971267715
"SP, BELLARY",Ballari CEN Crime PS,KAMALAPURA PS LIMITS,HAMPI SUB DIVISON,5.0,98,286,535,0.00038827412152980003
"SP, BELLARY",Ballari CEN Crime PS,HOSPET TOWN PS LIMITS,Hospet sub Divison,21.0,98,286,535,0.00038827412152980003
"SP, BELLARY",Ballari CEN Crime PS,KURUGODU PS LIMITS,Kurugodu PS,5.0,98,286,535,0.0005824111822947001
"SP, BELLARY",Ballari CEN Crime PS,KUDLIGI,KUDLIGI SUB DIVISON,3.0,98,286,535,0.0008736167734420501
"SP, BELLARY",Ballari CEN Crime PS,HARAPANAHALLI PS LIMITS,HARAPANAHALLI SUB DIVISION,15.0,98,286,535,0.00067947971267715
"SP, BELLARY",Ballari CEN Crime PS,SANDUR PS LIMITS,TORANAGAL SUB DIVISION,10.0,98,286,535,0.00038827412152980003
"SP, BELLARY",Ballari Women PS,BELLARY RURAL,BELLARY RURAL,333.0,98,286,535,0.005824111822947
"SP, BELLARY",Ballari Women PS,GNPS,GNPS Limits,249.0,98,286,535,0.00825082508250825
"SP, BELLARY",Ballari Women PS,CB PS,CBPS Area,382.0,98,286,535,0.00844496214327315
"SP, BELLARY",Ballari Women PS,Brucepet PS limts,Brucepet PS area,237.0,98,286,535,0.006697728596389051
"SP, BELLARY",Ballari Women PS,APMC PS Limits,APMC PS Area,66.0,98,286,535,0.00339739856338575
"SP, BELLARY",Ballari Women PS,BASARAKODU VILLEGE,MOKA P S AREA,55.0,98,286,535,0.004076878276062901
"SP, BELLARY",Ballari Women PS,Yelubenchi village,KUDITHINI PS LIMITS,3.0,98,286,535,0.00067947971267715
"SP, BELLARY",Ballari Women PS,Hagari Village,PD Halli PS Limits,21.0,98,286,535,0.0035915356241506503
"SP, BELLARY",Ballari Women PS,Hospet,Vivekananda nagar,2.0,98,286,535,0.0009706853038245001
"SP, BELLARY",Ballari Women PS,Bevinahalli Village,Kurugudu,4.0,98,286,535,0.00145602795573675
"SP, BELLARY",Ballari Women PS,Navanagar,Bagalakote,1.0,98,286,535,0.00048534265191225003
"SP, BELLARY",Ballari Women PS,Tekkalkote,Tekkalakote,1.0,98,286,535,0.00019413706076490002
"SP, BELLARY",Ballari Women PS,KOLURU,KURUGODU P S  LIMITS,3.0,98,286,535,0.00145602795573675
"SP, BELLARY",Ballari Women PS,Hospet Extention,Hospet,3.0,98,286,535,0.00048534265191225003
"SP, BELLARY",Ballari Women PS,Gundamma camp,Gangavathi,1.0,98,286,535,0.00048534265191225003
"SP, BELLARY",Ballari Women PS,others,Other,27.0,98,286,535,0.0027179188507086
"SP, BELLARY",Bellary Rural PS,KAPPAGALLU,BEAT 2,969.0,98,286,535,0.015239759270044652
"SP, BELLARY",Bellary Rural PS,ANDRAL,BEAT 3,206.0,98,286,535,0.0077654824305960005
"SP, BELLARY",Bellary Rural PS,B.GONAL,BEAT 1,616.0,98,286,535,0.011357018054746652
"SP, BELLARY",Bellary Rural PS,HALADAHALLI,BEAT 5,755.0,98,286,535,0.015433896330809552
"SP, BELLARY",Bellary Rural PS,HALDALLI,BEAT 4,673.0,98,286,535,0.013589594253543
"SP, BELLARY",Bellary Traffic PS,COWL BAZAR MAIN ROAD,BEAT 3,431.0,98,286,535,0.0008736167734420501
"SP, BELLARY",Bellary Traffic PS,BURCEPET PS AREA,BEAT 1,350.0,98,286,535,0.0011648223645894002
"SP, BELLARY",Bellary Traffic PS,ANANTPUR ROAD,BEAT 4,221.0,98,286,535,0.0008736167734420501
"SP, BELLARY",Bellary Traffic PS,SAGANKALU ROAD,BEAT2,292.0,98,286,535,0.0011648223645894002
"SP, BELLARY",Brucepet PS,DATTASAI NAGARA AREA,BEAT 6,436.0,98,286,535,0.01232770335857115
"SP, BELLARY",Brucepet PS,BIG VEG MARKET,BEAT 1,371.0,98,286,535,0.011842360706658901
"SP, BELLARY",Brucepet PS,MEENAKASHI CIRCLE,BEAT 5,304.0,98,286,535,0.0102892642205397
"SP, BELLARY",Brucepet PS,BANGALORE ROAD,BEAT 4,508.0,98,286,535,0.013007183071248301
"SP, BELLARY",Brucepet PS,RANITHOTA AREA,BEAT 2,207.0,98,286,535,0.00844496214327315
"SP, BELLARY",Brucepet PS,STATION ROAD AREA,BEAT 3,232.0,98,286,535,0.009221510386332751
"SP, BELLARY",Brucepet PS,HARISCHANDRA GHAT AREA,BEAT 7,47.0,98,286,535,0.0042710153368278
"SP, BELLARY",Brucepet PS,OTHER,OTHER,18.0,98,286,535,0.0038827412152980002
"SP, BELLARY",Choranuru PS,N Mallapura,Village Beat 2,252.0,98,286,535,0.0108716754028344
"SP, BELLARY",Cowlbazar PS,Goldsmith colony,BEAT2,301.0,98,286,535,0.011162880993981751
"SP, BELLARY",Cowlbazar PS,Siddharthanagar,BEAT7,507.0,98,286,535,0.01291011454086585
"SP, BELLARY",Cowlbazar PS,Pakali street,BEAT3,248.0,98,286,535,0.011259949524364201
"SP, BELLARY",Cowlbazar PS,KARKHANA MOSQUE,BEAT5,402.0,98,286,535,0.012521840419336051
"SP, BELLARY",Cowlbazar PS,Dhobi street,BEAT1,501.0,98,286,535,0.012618908949718502
"SP, BELLARY",Cowlbazar PS,NAGALAKERE,BEAT4,166.0,98,286,535,0.008153756552125802
"SP, BELLARY",Cowlbazar PS,Jayanagar,BEAT6,185.0,98,286,535,0.00980392156862745
"SP, BELLARY",Gadiganur PS,DHARMASAGAR,Beat  3,186.0,98,286,535,0.009512715977480102
"SP, BELLARY",Gadiganur PS,KUREKUPPA,Beat  5,83.0,98,286,535,0.006988934187536401
"SP, BELLARY",Gadiganur PS,BAILUVADDIGER,Beat 1,106.0,98,286,535,0.006600660066006601
"SP, BELLARY",Gadiganur PS,GADIGANOORU,Beat 4,39.0,98,286,535,0.00417394680644535
"SP, BELLARY",Gadiganur PS,GUNDLUVADDIGERI,Beat  2,89.0,98,286,535,0.00514463211026985
"SP, BELLARY",Gadiganur PS,JOGA,Beat  6,61.0,98,286,535,0.006600660066006601
"SP, BELLARY",Gadiganur PS,Other PS Jurisdiction,Other Beat,4.0,98,286,535,0.00145602795573675
"SP, BELLARY",Gandhinagar PS,MOKA ROAD,2ND BEAT,381.0,98,286,535,0.012618908949718502
"SP, BELLARY",Gandhinagar PS,SANGANAKALLU ROAD,4TH BEAT,225.0,98,286,535,0.011357018054746652
"SP, BELLARY",Gandhinagar PS,NEHARU COLONY FIRST CROSS,3RD  BEAT,67.0,98,286,535,0.006309454474859251
"SP, BELLARY",Gandhinagar PS,PARVATHI NAGAR FRIST CROSS,1ST BEAT,500.0,98,286,535,0.013977868375072802
"SP, BELLARY",Gandhinagar PS,SATYA NARAYA PET FIRST CROSS,5TH BEAT,238.0,98,286,535,0.0110658124635993
"SP, BELLARY",Gandhinagar PS,OTHER STATE,OTHERS,4.0,98,286,535,0.0008736167734420501
"SP, BELLARY",Hatcholli PS,KOTTHALACHINTHE,BEAT 5,59.0,98,286,535,0.005629974762182101
"SP, BELLARY",Hatcholli PS,RAVIHAL,BEAT 6,53.0,98,286,535,0.005338769171034751
"SP, BELLARY",Hatcholli PS,HATCHOLLI,BEAT 1,231.0,98,286,535,0.009512715977480102
"SP, BELLARY",Hatcholli PS,CHIKKABELLARY,BEAT 2,70.0,98,286,535,0.0052417006406523005
"SP, BELLARY",Hatcholli PS,KUDUDARAHAL,BEAT 7,42.0,98,286,535,0.0028149873810910503
"SP, BELLARY",Hatcholli PS,HOSA NAGALAPURA,BEAT 3,65.0,98,286,535,0.0054358377014172
"SP, BELLARY",Hatcholli PS,BEERALLI,BEAT 4,37.0,98,286,535,0.00417394680644535
"SP, BELLARY",Kampli  PS,KAMPLI,BEAT 2,769.0,98,286,535,0.014948553678897301
"SP, BELLARY",Kampli  PS,SUGGENAHALLI,BEAT 8,14.0,98,286,535,0.0027179188507086
"SP, BELLARY",Kampli  PS,ITAGI,BEAT 5,70.0,98,286,535,0.004756357988740051
"SP, BELLARY",Kampli  PS,METRY,BEAT 10,136.0,98,286,535,0.00611531741409435
"SP, BELLARY",Kampli  PS,JAVAKU,BEAT 7,48.0,98,286,535,0.0048534265191225
"SP, BELLARY",Kampli  PS,CHIKKAJOIGNOOR,BEAT 11,26.0,98,286,535,0.004076878276062901
"SP, BELLARY",Kampli  PS,SANAPURA,BEAT 4,74.0,98,286,535,0.00514463211026985
"SP, BELLARY",Kampli  PS,RAMASAGAR,BEAT 1,120.0,98,286,535,0.008736167734420501
"SP, BELLARY",Kampli  PS,HAMPADEVANAHALLI,BEAT 9,47.0,98,286,535,0.0054358377014172
"SP, BELLARY",Kampli  PS,No Ten Muddapur,BEAT 3,76.0,98,286,535,0.0052417006406523005
"SP, BELLARY",Kampli  PS,DEVASAMUDRA,BEAT 6,67.0,98,286,535,0.0049504950495049506
"SP, BELLARY",Kampli  PS,OTHER,OTHER,2.0,98,286,535,0.0007765482430596001
"SP, BELLARY",Kuduthini PS,ELUBENCHI,BEAT 03,108.0,98,286,535,0.007571345369831101
"SP, BELLARY",Kuduthini PS,KUDUTHINI,BEAT 01,673.0,98,286,535,0.015142690739662202
"SP, BELLARY",Kuduthini PS,THIMMALAPURA,BEAT 04,160.0,98,286,535,0.00902737332556785
"SP, BELLARY",Kuduthini PS,BHULAKSHIMI CAMP,BEAT 02,99.0,98,286,535,0.00514463211026985
"SP, BELLARY",Kuduthini PS,DEVALAPUR,BEAT 06,119.0,98,286,535,0.0074742768394486505
"SP, BELLARY",Kuduthini PS,DEVALAPURA,BEAT 05,92.0,98,286,535,0.00611531741409435
"SP, BELLARY",Kuduthini PS,VENIVEERAPURA,OTHER BEAT,1.0,98,286,535,0.00019413706076490002
"SP, BELLARY",Kuduthini PS,Kudathini Village Ist Town Beat Area,TOWN BEAT 01,70.0,98,286,535,0.0054358377014172
"SP, BELLARY",Kurugod PS,ORVAI,Beat 5,149.0,98,286,535,0.008153756552125802
"SP, BELLARY",Kurugod PS,Badanahatti,Beat 1,689.0,98,286,535,0.013104251601630751
"SP, BELLARY",Kurugod PS,OTHERS,OTHERS,47.0,98,286,535,0.00417394680644535
"SP, BELLARY",Kurugod PS,EMMIGANUR,Beat 6,263.0,98,286,535,0.01155115511551155
"SP, BELLARY",Kurugod PS,SOMASAMUDRA,Beat 2,429.0,98,286,535,0.011454086585129102
"SP, BELLARY",Kurugod PS,H.VEERAPURA,Beat 4,148.0,98,286,535,0.008639099204038051
"SP, BELLARY",Kurugod PS,BYLUR,Beat 3,293.0,98,286,535,0.011745292176276451
"SP, BELLARY",Moka PS,JALEBENCHI,BEAT 04,330.0,98,286,535,0.0108716754028344
"SP, BELLARY",Moka PS,SHIVAPURA,BEAT  01,423.0,98,286,535,0.009415647447097652
"SP, BELLARY",Moka PS,GOTTURU,BEAT 03,298.0,98,286,535,0.00960978450786255
"SP, BELLARY",Moka PS,HALE YERRAGUDI,BEAT 02,253.0,98,286,535,0.009221510386332751
"SP, BELLARY",Moka PS,OTHER VILLAGE,OTHER BEAT,2.0,98,286,535,0.0007765482430596001
"SP, BELLARY",P.D. Halli PS,HAGRI,BEAT 1,240.0,98,286,535,0.011454086585129102
"SP, BELLARY",P.D. Halli PS,K.VEERAPURA,BEAT 3,204.0,98,286,535,0.009415647447097652
"SP, BELLARY",P.D. Halli PS,ASUNDI,BEAT 2,174.0,98,286,535,0.006891865657153951
"SP, BELLARY",P.D. Halli PS,LINGADEVANAHALLI,BEAT 4,185.0,98,286,535,0.008639099204038051
"SP, BELLARY",Sandur PS,DEOGIRI,BEAT 5,82.0,98,286,535,0.00553290623179965
"SP, BELLARY",Sandur PS,SANDUR,BEAT 1,651.0,98,286,535,0.014560279557367502
"SP, BELLARY",Sandur PS,SUSHILANAGARA,BEAT 3,211.0,98,286,535,0.009221510386332751
"SP, BELLARY",Sandur PS,NANDIHALLI,BEAT 4,278.0,98,286,535,0.010580469811687051
"SP, BELLARY",Sandur PS,YASAVANTHNAGARA,BEAT 2,324.0,98,286,535,0.009900990099009901
"SP, BELLARY",Sandur PS,OTHE JURISDECTION,other beat,1.0,98,286,535,0.00029120559114735004
"SP, BELLARY",Sirigeri PS,ULURU VILLAGE,BEAT 4,163.0,98,286,535,0.007377208309066201
"SP, BELLARY",Sirigeri PS,KARURU VILLAGE,BEAT 3,221.0,98,286,535,0.00960978450786255
"SP, BELLARY",Sirigeri PS,SIRIGERI VILLAGE,BEAT 1,380.0,98,286,535,0.010677538342069502
"SP, BELLARY",Sirigeri PS,NADAVI VILLAGE,BEAT 6,168.0,98,286,535,0.0067947971267715
"SP, BELLARY",Sirigeri PS,DARURU VILLAGE,BEAT 2,196.0,98,286,535,0.007377208309066201
"SP, BELLARY",Sirigeri PS,MALAPURA VILLAGE,BEAT 5,73.0,98,286,535,0.007183071248301301
"SP, BELLARY",Sirigeri PS,OTHER PLACES,OTHER BEAT,1.0,98,286,535,0.00019413706076490002
"SP, BELLARY",Siruguppa PS,SIRUGUPPA TOWN,BEAT 1,1635.0,98,286,535,0.01737526693845855
"SP, BELLARY",Siruguppa PS,DESHNUR VILLAGE,BEAT  2,87.0,98,286,535,0.0064065230052417
"SP, BELLARY",Siruguppa PS,SHESHADRI NAGARA CAMP,BEAT 3,109.0,98,286,535,0.006018248883711901
"SP, BELLARY",Siruguppa PS,NAGARAHAL VILLAGE,BEAT 11,47.0,98,286,535,0.00242671325956125
"SP, BELLARY",Siruguppa PS,NADANGA VILLAGE,BEAT 9,63.0,98,286,535,0.006309454474859251
"SP, BELLARY",Siruguppa PS,RARAVI VILLAGE,BEAT 6,192.0,98,286,535,0.0077654824305960005
"SP, BELLARY",Siruguppa PS,BAGEWADI VILLAGE,BEAT 4,88.0,98,286,535,0.006600660066006601
"SP, BELLARY",Siruguppa PS,GAJJIGANAL VILLAGE,BEAT 5,51.0,98,286,535,0.004076878276062901
"SP, BELLARY",Siruguppa PS,B M SUGURU VILLAGE,BEAT  12,35.0,98,286,535,0.0027179188507086
"SP, BELLARY",Siruguppa PS,BANDRAL VILLAGE,BEAT 7,33.0,98,286,535,0.0038827412152980002
"SP, BELLARY",Siruguppa PS,K BELAGAL VILLAGE,BEAT 10,83.0,98,286,535,0.007959619491360901
"SP, BELLARY",Siruguppa PS,K.SUGURU VILLAGE,BEAT 8,43.0,98,286,535,0.006018248883711901
"SP, BELLARY",Siruguppa PS,Other Beat,Other Beat,1.0,98,286,535,0.00038827412152980003
"SP, BELLARY",Tekkalkota PS,HERKAL,BEAT 3,152.0,98,286,535,0.0074742768394486505
"SP, BELLARY",Tekkalkota PS,NITTURU,BEAT 2,90.0,98,286,535,0.0044651523975927
"SP, BELLARY",Tekkalkota PS,TEKKALKOTE Town,BEAT 1,623.0,98,286,535,0.012133566297806252
"SP, BELLARY",Tekkalkota PS,BALAKUNDI,BEAT 5,152.0,98,286,535,0.0074742768394486505
"SP, BELLARY",Tekkalkota PS,POPPANAHAL,BEAT 4,55.0,98,286,535,0.004659289458357601
"SP, BELLARY",Tekkalkota PS,HERKAL,BEAT 6,8.0,98,286,535,0.0016501650165016502
"SP, BELLARY",Tekkalkota PS,BALAKUNDI,BEAT 10,29.0,98,286,535,0.00320326150262085
"SP, BELLARY",Tekkalkota PS,ARALIGANUR,BEAT 7,14.0,98,286,535,0.00242671325956125
"SP, BELLARY",Tekkalkota PS,MYLAPUR,BEAT 11,2.0,98,286,535,0.00048534265191225003
"SP, BELLARY",Tekkalkota PS,POPPANAHAL,BEAT 8,6.0,98,286,535,0.00067947971267715
"SP, BELLARY",Tekkalkota PS,BALAKUNDI,BEAT 9,11.0,98,286,535,0.00145602795573675
"SP, BELLARY",Thoranagal PS,TORANAGALLU R.S,BEAT 1,847.0,98,286,535,0.015045622209279751
"SP, BELLARY",Thoranagal PS,TUMUTI VILLAGE,BEAT 5,25.0,98,286,535,0.0033003300330033004
"SP, BELLARY",Thoranagal PS,METRIKI VILLAGE,BEAT 9,21.0,98,286,535,0.0030091244418559504
"SP, BELLARY",Thoranagal PS,GUNDLA HALLI VILLAGE,BEAT 10,10.0,98,286,535,0.0021355076684139
"SP, BELLARY",Thoranagal PS,CHIKKANTHAPURA,BEAT 3,46.0,98,286,535,0.005338769171034751
"SP, BELLARY",Thoranagal PS,DODDA ANTAPURA VILLAGE,BEAT 4,64.0,98,286,535,0.006309454474859251
"SP, BELLARY",Thoranagal PS,VADDU VILLAGE,BEAT 2,132.0,98,286,535,0.008639099204038051
"SP, BELLARY",Thoranagal PS,VITALAPURA VILLAGE,BEAT 6,73.0,98,286,535,0.0048534265191225
"SP, BELLARY",Thoranagal PS,M.GANGALAPURA VILLAGE,BEAT 7,47.0,98,286,535,0.0044651523975927
"SP, BELLARY",Thoranagal PS,U.RAJAPURA VILLAGE,BEAT 8,16.0,98,286,535,0.0028149873810910503
"SP, BELLARY",Thoranagal PS,M.LAKKALAHALLI VILLAGE,BEAT 11,11.0,98,286,535,0.0019413706076490001
"COP, BELGAUM CITY",APMC Yard PS,NEHARU NAGAR,Beat 2,193.0,114,320,699,0.0040480242881457285
"COP, BELGAUM CITY",APMC Yard PS,Vaibhav Nagar,Beat 1,106.0,114,320,699,0.0032660195961175765
"COP, BELGAUM CITY",APMC Yard PS,SADASHIVA NAGAR,Beat 3,84.0,114,320,699,0.003818022908137449
"COP, BELGAUM CITY",APMC Yard PS,T.V Center,Beat 5,89.0,114,320,699,0.003036018216109297
"COP, BELGAUM CITY",APMC Yard PS,VISHWESHVARAYYA NAGAR,Beat 4,71.0,114,320,699,0.0032660195961175765
"COP, BELGAUM CITY",APMC Yard PS,SAHYADRINAGAR,BEAT6,27.0,114,320,699,0.0014260085560513364
"COP, BELGAUM CITY",APMC Yard PS,SHAHU NAGAR SOUTH,BEAT 16,36.0,114,320,699,0.0019780118680712082
"COP, BELGAUM CITY",APMC Yard PS,HANUMAN NAGAR WEST,BEAT 46,22.0,114,320,699,0.0023000138000828004
"COP, BELGAUM CITY",APMC Yard PS,SHAHU NAGAR NORTH.,BEAT 17,27.0,114,320,699,0.0015640093840563044
"COP, BELGAUM CITY",APMC Yard PS,SHAHU NAGAR EAST.,BEAT 15,34.0,114,320,699,0.0020700124200745203
"COP, BELGAUM CITY",APMC Yard PS,DHAMNERANGI,BEAT 48,3.0,114,320,699,0.00027600165600993605
"COP, BELGAUM CITY",APMC Yard PS,BHARAT NAGAR,BEAT 49,5.0,114,320,699,0.0005060030360182161
"COP, BELGAUM CITY",APMC Yard PS,KANGARALI K H NORTH,BEAT 19,37.0,114,320,699,0.0015640093840563044
"COP, BELGAUM CITY",APMC Yard PS,HANUMAN NAGAR EAST.,BEAT 45,30.0,114,320,699,0.0025300151800910805
"COP, BELGAUM CITY",APMC Yard PS,T V CENTER NORTH.,BEAT 42,21.0,114,320,699,0.0012420074520447123
"COP, BELGAUM CITY",APMC Yard PS,SANGAMESHWAR NAGAR NORTH,BEAT 25,26.0,114,320,699,0.0016100096600579602
"COP, BELGAUM CITY",APMC Yard PS,RAIL NAGAR.,BEAT 38,7.0,114,320,699,0.0007820046920281522
"COP, BELGAUM CITY",APMC Yard PS,APMC YARD.,BEAT 24,30.0,114,320,699,0.0021160126960761763
"COP, BELGAUM CITY",APMC Yard PS,NEHRU NAGAR NORTH,BEAT 29,52.0,114,320,699,0.0023460140760844564
"COP, BELGAUM CITY",APMC Yard PS,KANGARALI K H SOUTH,BEAT 20,26.0,114,320,699,0.0021620129720778323
"COP, BELGAUM CITY",APMC Yard PS,AZAM NAGAR NORTH.,BEAT 12,22.0,114,320,699,0.0023000138000828004
"COP, BELGAUM CITY",APMC Yard PS,P K QUATERS.,BEAT 27,1.0,114,320,699,9.200055200331202e-05
"COP, BELGAUM CITY",APMC Yard PS,KLE CAMPUS.,BEAT 28,89.0,114,320,699,0.0022080132480794884
"COP, BELGAUM CITY",APMC Yard PS,SHRINATH NAGAR,BEAT 78,5.0,114,320,699,0.0004600027600165601
"COP, BELGAUM CITY",APMC Yard PS,BASAV COLONY NORTH.,BEAT 8,17.0,114,320,699,0.0019780118680712082
"COP, BELGAUM CITY",APMC Yard PS,VISHWESHWARAYYA NAGAR SOUTH,BEAT 34,16.0,114,320,699,0.0013340080040480243
"COP, BELGAUM CITY",APMC Yard PS,SADASHIV NAGAR EAST.,BEAT 36,41.0,114,320,699,0.0025760154560927366
"COP, BELGAUM CITY",APMC Yard PS,SADASHIV NAGAR WEST.,BEAT 37,60.0,114,320,699,0.0032200193201159205
"COP, BELGAUM CITY",APMC Yard PS,SANGAMESHWAR NAGAR SOUTH,BEAT 26,17.0,114,320,699,0.0018860113160678964
"COP, BELGAUM CITY",APMC Yard PS,JYOTI NAGAR,BEAT 22,33.0,114,320,699,0.0016100096600579602
"COP, BELGAUM CITY",APMC Yard PS,AMBEDKA NAGAR,BEAT 39,20.0,114,320,699,0.0010580063480380882
"COP, BELGAUM CITY",APMC Yard PS,KANGARALI K H EAST.,BEAT 18,21.0,114,320,699,0.0020240121440728643
"COP, BELGAUM CITY",APMC Yard PS,SADASHIV NAGR Y JANGASION,BEAT 31,16.0,114,320,699,0.0010120060720364321
"COP, BELGAUM CITY",APMC Yard PS,SAYADRI NAGAR EAST.,BEAT 56,19.0,114,320,699,0.0012420074520447123
"COP, BELGAUM CITY",APMC Yard PS,SAYADRI NAGAR WEST,BEAT 57,8.0,114,320,699,0.0006900041400248402
"COP, BELGAUM CITY",APMC Yard PS,AZAM NAGAR EAST.,BEAT 13,21.0,114,320,699,0.0014720088320529924
"COP, BELGAUM CITY",APMC Yard PS,JAY NAGAR WEST.,BEAT 76,5.0,114,320,699,0.0006900041400248402
"COP, BELGAUM CITY",APMC Yard PS,T V CENTER SOUTH.,BEAT 43,7.0,114,320,699,0.0007360044160264962
"COP, BELGAUM CITY",APMC Yard PS,RAM NAGAR,BEAT 21,15.0,114,320,699,0.0015180091080546484
"COP, BELGAUM CITY",APMC Yard PS,MARKANDAYA NAGAR,BEAT 23,9.0,114,320,699,0.0013800082800496803
"COP, BELGAUM CITY",APMC Yard PS,BASAV COLONY SOUTH.,BEAT 9,17.0,114,320,699,0.0011500069000414002
"COP, BELGAUM CITY",APMC Yard PS,GANESH NAGAR,BEAT 63,6.0,114,320,699,0.0009200055200331202
"COP, BELGAUM CITY",APMC Yard PS,KUMARSWAMY LAYOUT WEST,BEAT 52,4.0,114,320,699,0.00023000138000828005
"COP, BELGAUM CITY",APMC Yard PS,RAJIVGANDHI NAGAR,BEAT 50,4.0,114,320,699,0.0005060030360182161
"COP, BELGAUM CITY",APMC Yard PS,NEHRU NAGAR SOUTH.,BEAT 30,42.0,114,320,699,0.0019780118680712082
"COP, BELGAUM CITY",APMC Yard PS,DISTRICT HOSPITAL,BEAT 32,80.0,114,320,699,0.0034500207001242006
"COP, BELGAUM CITY",APMC Yard PS,SIDDESHWAR NAGAR,BEAT 41,7.0,114,320,699,0.0008280049680298081
"COP, BELGAUM CITY",APMC Yard PS,USHA COLONY,BEAT 40,6.0,114,320,699,0.0006900041400248402
"COP, BELGAUM CITY",APMC Yard PS,KUVEMPU NAGAR SOUTH,BEAT 62,7.0,114,320,699,0.0006440038640231841
"COP, BELGAUM CITY",APMC Yard PS,JAY NAGAR,BEAT 75,13.0,114,320,699,0.0011960071760430562
"COP, BELGAUM CITY",APMC Yard PS,JADHAV NAGAR,BEAT 44,14.0,114,320,699,0.0013800082800496803
"COP, BELGAUM CITY",APMC Yard PS,AZAM NAGAR WEST.,BEAT 14,13.0,114,320,699,0.0014720088320529924
